Signal Date,Entry Date,Symbol,Market Cap,Sector,Nifty Open,Nifty Close,Nifty Chg %,Entry Price,Target 1 Price,Target 2 Price,Target 3 Price,Initial SL Price,Final SL Price,Peak High,Peak Gain %,Exit Price,Holding Days,Outcome,Realized Return %,Status
2026-08-31,2026-09-01,MANALIPETC,Smallcap,Energy,24077.55,24055.8,-0.09,84.0,86.52,89.04,92.4,81.9,86.24,88.0,4.76,86.24,1,🛡️ Trailing SL Hit (T1 Booked) (Day 1),2.83,Completed
2026-08-31,2026-09-01,MOREPENLAB,Midcap,Healthcare,24077.55,24055.8,-0.09,106.98,110.19,113.4,117.68,104.31,108.11,110.32,3.12,108.11,1,🛡️ Trailing SL Hit (T1 Booked) (Day 1),2.03,Completed
2026-08-31,2026-09-01,BLISSGVS,Midcap,Healthcare,24077.55,24055.8,-0.09,614.0,632.42,650.84,675.4,598.65,622.3,635.0,3.42,622.3,1,🛡️ Trailing SL Hit (T1 Booked) (Day 1),2.18,Completed
2026-08-31,2026-09-01,MODISONLTD,Smallcap,Industrials,24077.55,24055.8,-0.09,485.0,499.55,514.1,533.5,472.88,472.88,499.45,2.98,472.88,1,🛑 Stop Loss Hit (Day 1),-2.5,Completed
2026-08-31,2026-09-01,IVP,Smallcap,Chemicals,24077.55,24055.8,-0.09,207.0,213.21,219.42,227.7,201.82,201.82,208.95,0.94,201.82,1,🛑 Stop Loss Hit (Day 1),-2.5,Completed
2026-08-31,2026-09-01,IVC,Smallcap,Financials,24077.55,24055.8,-0.09,8.36,8.61,8.87,9.2,8.15,8.57,8.74,4.53,8.57,1,🛡️ Trailing SL Hit (T1 Booked) (Day 1),2.72,Completed
2026-08-31,2026-09-01,SHAHALLOYS,Smallcap,Metals & Mining,24077.55,24055.8,-0.09,107.0,110.21,113.42,117.7,104.33,113.68,116.0,8.41,113.68,1,🎯 T1 & T2 Booked + Trailing SL Hit (Day 1),4.55,Completed
2026-08-31,2026-09-01,KALYANIFRG,Smallcap,Industrials,24077.55,24055.8,-0.09,974.7,1003.94,1033.18,1072.17,950.33,1003.94,1097.15,12.56,1072.17,1,🚀 Target 3 Hit (Day 1),5.3,Completed
2026-08-31,2026-09-01,MAHASTEEL,Smallcap,Metals & Mining,24077.55,24055.8,-0.09,1372.0,1413.16,1454.32,1509.2,1337.7,1392.58,1421.0,3.57,1392.58,1,🛡️ Trailing SL Hit (T1 Booked) (Day 1),2.25,Completed
2026-08-31,2026-09-01,PVP,Smallcap,Realty,24077.55,24055.8,-0.09,67.7,69.73,71.76,74.47,66.01,70.46,71.9,6.2,70.46,1,🎯 T1 & T2 Booked + Trailing SL Hit (Day 1),4.12,Completed
2026-08-31,2026-09-01,ICIL,Midcap,Textiles,24077.55,24055.8,-0.09,470.95,485.08,499.21,518.05,459.18,459.18,471.2,0.05,459.18,1,🛑 Stop Loss Hit (Day 1),-2.5,Completed
2026-08-31,2026-09-01,BODALCHEM,Smallcap,Chemicals,24077.55,24055.8,-0.09,122.0,125.66,129.32,134.2,118.95,128.62,131.25,7.58,128.62,1,🎯 T1 & T2 Booked + Trailing SL Hit (Day 1),4.39,Completed
2026-08-31,2026-09-01,ORIENTBELL,Smallcap,Building Materials,24077.55,24055.8,-0.09,390.4,402.11,413.82,429.44,380.64,405.08,413.35,5.88,405.08,1,🛡️ Trailing SL Hit (T1 Booked) (Day 1),3.38,Completed
2026-08-31,2026-09-01,SHILPAMED,Midcap,Healthcare,24077.55,24055.8,-0.09,949.4,977.89,1006.37,1044.34,925.67,925.67,951.4,0.21,925.67,1,🛑 Stop Loss Hit (Day 1),-2.5,Completed
2026-08-31,2026-09-01,BHAGERIA,Smallcap,Chemicals,24077.55,24055.8,-0.09,263.2,271.1,278.99,289.52,256.62,270.82,276.35,5.0,270.82,2,🛡️ Trailing SL Hit (T1 Booked) (Day 2),2.95,Completed
2026-08-31,2026-09-01,GATECH,Smallcap,I.T,24077.55,24055.8,-0.09,1.05,1.08,1.11,1.15,1.02,1.02,1.05,0.0,1.02,2,🛑 Stop Loss Hit (Day 2),-2.5,Completed
2026-08-31,2026-09-01,STLTECH,Largecap,Industrials,24077.55,24055.8,-0.09,738.0,760.14,782.28,811.8,719.55,719.55,738.0,0.0,719.55,1,🛑 Stop Loss Hit (Day 1),-2.5,Completed
2026-08-31,2026-09-01,CALSOFT,Smallcap,I.T,24077.55,24055.8,-0.09,38.69,39.85,41.01,42.56,37.72,37.72,39.13,1.14,37.72,1,🛑 Stop Loss Hit (Day 1),-2.5,Completed
2026-08-31,2026-09-01,OFSS,Largecap,I.T,24077.55,24055.8,-0.09,12350.0,12720.5,13091.0,13585.0,12041.25,12041.25,12353.0,0.02,12041.25,1,🛑 Stop Loss Hit (Day 1),-2.5,Completed
2026-08-31,2026-09-01,DIVISLAB,Largecap,Healthcare,24077.55,24055.8,-0.09,9251.5,9529.05,9806.59,10176.65,9020.21,9020.21,9299.0,0.51,9250.0,3,⏱️ Exited at Day 3 Close,-0.02,Completed
2026-08-31,2026-09-01,IMPEXFERRO,Smallcap,Metals & Mining,24077.55,24055.8,-0.09,4.46,4.59,4.73,4.91,4.35,4.54,4.63,3.81,4.63,3,🎯 Target 1 Booked (50%) + Exited Day 3 Close,3.41,Completed
2026-08-31,2026-09-01,CORDSCABLE,Smallcap,Industrials,24077.55,24055.8,-0.09,285.0,293.55,302.1,313.5,277.88,293.55,316.0,10.88,313.5,1,🚀 Target 3 Hit (Day 1),5.3,Completed
