Combo_ID,Target_1_Pct,Target_2_Pct,Target_3_Pct,Stop_Loss_Pct,Max_Holding_Days,Enable_Trailing_SL,Trailing_SL_Pct,Trail_Trigger,T1_Book_Pct,T2_Book_Pct,T3_Runner_Pct,Allocation_Profile,Total_Trades,Completed_Trades,Wins,Losses,Win_Rate_Pct,Avg_Return_Pct,Profit_Factor,T1_Hit_Count,T1_Hit_Rate_Pct,T2_Hit_Count,T2_Hit_Rate_Pct,T3_Hit_Count,T3_Hit_Rate_Pct,Trail_SL_Hit_Count,SL_Hit_Count,Best_Stock,Worst_Stock,CSV_File
COMBO_0191,3.5,6.0,10.0,2.0,7,False,0.0,None,33.0,33.0,34.0,Equal_33_33_34,498,468,127,339,27.1,0.23,1.2,141,30.1,50,10.7,71,15.2,37,254,IVC (+6.53%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_NoTSL_Q1_33_Q2_33.csv
COMBO_0067,3.5,6.0,10.0,2.5,3,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,222,243,47.4,0.23,1.19,146,31.2,52,11.1,66,14.1,21,230,IVC (+5.55%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.5_H3_NoTSL_Q1_50_Q2_30.csv
COMBO_0051,2.5,5.0,8.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,172,207,36.8,0.21,1.19,154,32.9,55,11.8,105,22.4,43,206,BLISSGVS (+4.35%),IVP (-2.50%),trades_T1_2.5_T2_5.0_T3_8.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0207,3.5,6.0,10.0,2.0,7,False,0.0,None,30.0,30.0,40.0,RunnerHeavy_30_30_40,498,468,127,339,27.1,0.21,1.19,141,30.1,50,10.7,71,15.2,37,254,IVC (+6.85%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_NoTSL_Q1_30_Q2_30.csv
COMBO_0083,3.5,7.0,12.0,2.5,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,220,246,47.0,0.21,1.17,165,35.3,64,13.7,51,10.9,26,239,BLISSGVS (+6.25%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.5_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0071,3.5,6.0,10.0,2.5,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,220,246,47.0,0.21,1.16,144,30.8,56,12.0,72,15.4,29,239,BLISSGVS (+5.55%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.5_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0091,4.0,8.0,12.0,2.5,3,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,199,265,42.5,0.21,1.16,134,28.6,47,10.0,46,9.8,13,251,IVC (+6.80%),MOREPENLAB (-2.50%),trades_T1_4.0_T2_8.0_T3_12.0_SL_2.5_H3_NoTSL_Q1_50_Q2_30.csv
COMBO_0125,5.0,10.0,20.0,2.0,3,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,160,304,34.2,0.21,1.16,125,26.7,45,9.6,15,3.2,17,299,IVC (+9.50%),MANALIPETC (-2.00%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.0_H3_NoTSL_Q1_50_Q2_30.csv
COMBO_0103,4.0,8.0,15.0,2.5,3,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,199,265,42.5,0.21,1.15,147,31.4,60,12.8,33,7.1,19,251,IVC (+7.40%),MOREPENLAB (-2.50%),trades_T1_4.0_T2_8.0_T3_15.0_SL_2.5_H3_NoTSL_Q1_50_Q2_30.csv
COMBO_0055,3.0,6.0,10.0,2.5,3,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,235,230,50.2,0.2,1.16,162,34.6,52,11.1,66,14.1,21,220,IVC (+5.30%),MODISONLTD (-2.50%),trades_T1_3.0_T2_6.0_T3_10.0_SL_2.5_H3_NoTSL_Q1_50_Q2_30.csv
COMBO_0121,5.0,8.0,15.0,2.0,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,154,312,32.9,0.19,1.14,113,24.1,59,12.6,37,7.9,37,312,IVC (+7.90%),MANALIPETC (-2.00%),trades_T1_5.0_T2_8.0_T3_15.0_SL_2.0_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0095,4.0,8.0,12.0,2.5,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,197,269,42.1,0.19,1.13,141,30.1,47,10.0,51,10.9,19,262,BLISSGVS (+6.80%),MOREPENLAB (-2.50%),trades_T1_4.0_T2_8.0_T3_12.0_SL_2.5_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0107,4.0,8.0,15.0,2.5,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,197,269,42.1,0.18,1.13,155,33.1,61,13.0,37,7.9,28,262,IVC (+7.40%),MOREPENLAB (-2.50%),trades_T1_4.0_T2_8.0_T3_15.0_SL_2.5_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0059,3.0,6.0,10.0,2.5,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,233,233,49.8,0.17,1.14,158,33.8,56,12.0,72,15.4,29,227,BLISSGVS (+5.30%),MODISONLTD (-2.50%),trades_T1_3.0_T2_6.0_T3_10.0_SL_2.5_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0075,3.5,6.0,10.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,219,247,46.8,0.17,1.13,138,29.5,52,11.1,79,16.9,35,242,BLISSGVS (+5.55%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0115,5.0,8.0,15.0,2.5,3,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,174,289,37.2,0.17,1.11,111,23.7,60,12.8,33,7.1,19,274,IVC (+7.90%),MANALIPETC (-2.50%),trades_T1_5.0_T2_8.0_T3_15.0_SL_2.5_H3_NoTSL_Q1_50_Q2_30.csv
COMBO_0087,3.5,7.0,12.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,219,247,46.8,0.16,1.12,165,35.3,66,14.1,52,11.1,36,242,BLISSGVS (+6.25%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0129,5.0,10.0,20.0,2.0,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,156,310,33.3,0.16,1.12,131,28.0,46,9.8,19,4.1,22,310,IVC (+9.50%),MANALIPETC (-2.00%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.0_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0119,5.0,8.0,15.0,2.5,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,171,295,36.5,0.15,1.09,121,25.9,61,13.0,37,7.9,28,288,IVC (+7.90%),MANALIPETC (-2.50%),trades_T1_5.0_T2_8.0_T3_15.0_SL_2.5_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0063,3.0,6.0,10.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,232,234,49.6,0.13,1.11,152,32.5,52,11.1,79,16.9,35,230,BLISSGVS (+5.30%),MODISONLTD (-2.50%),trades_T1_3.0_T2_6.0_T3_10.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0099,4.0,8.0,12.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,196,270,41.9,0.13,1.09,140,29.9,53,11.3,52,11.1,29,265,BLISSGVS (+6.80%),MOREPENLAB (-2.50%),trades_T1_4.0_T2_8.0_T3_12.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0111,4.0,8.0,15.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,196,270,41.9,0.12,1.08,153,32.7,66,14.1,39,8.3,38,265,BLISSGVS (+7.40%),MOREPENLAB (-2.50%),trades_T1_4.0_T2_8.0_T3_15.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0133,5.0,10.0,20.0,2.0,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,154,312,32.9,0.11,1.08,129,27.6,50,10.7,21,4.5,28,312,IVC (+9.50%),MANALIPETC (-2.00%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.0_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0127,5.0,10.0,20.0,2.5,3,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,174,289,37.2,0.11,1.07,128,27.4,50,10.7,16,3.4,15,274,IVC (+9.50%),MANALIPETC (-2.50%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.5_H3_NoTSL_Q1_50_Q2_30.csv
COMBO_0131,5.0,10.0,20.0,2.5,5,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,171,295,36.5,0.08,1.05,138,29.5,52,11.1,20,4.3,21,288,IVC (+9.50%),MANALIPETC (-2.50%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.5_H5_NoTSL_Q1_50_Q2_30.csv
COMBO_0123,5.0,8.0,15.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,168,298,35.9,0.08,1.05,121,25.9,66,14.1,39,8.3,38,293,BLISSGVS (+7.90%),MANALIPETC (-2.50%),trades_T1_5.0_T2_8.0_T3_15.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
COMBO_0135,5.0,10.0,20.0,2.5,7,False,0.0,None,50.0,30.0,20.0,Balanced_50_30_20,498,468,168,298,35.9,0.01,1.01,138,29.5,57,12.2,22,4.7,29,293,IVC (+9.50%),MANALIPETC (-2.50%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.5_H7_NoTSL_Q1_50_Q2_30.csv
