Combo_ID,Target_1_Pct,Target_2_Pct,Target_3_Pct,Stop_Loss_Pct,Max_Holding_Days,Enable_Trailing_SL,Trailing_SL_Pct,Trail_Trigger,T1_Book_Pct,T2_Book_Pct,T3_Runner_Pct,Allocation_Profile,Total_Trades,Completed_Trades,Wins,Losses,Win_Rate_Pct,Avg_Return_Pct,Profit_Factor,T1_Hit_Count,T1_Hit_Rate_Pct,T2_Hit_Count,T2_Hit_Rate_Pct,T3_Hit_Count,T3_Hit_Rate_Pct,Trail_SL_Hit_Count,SL_Hit_Count,Best_Stock,Worst_Stock,CSV_File
COMBO_0023,3.5,6.0,10.0,2.0,5,True,2.0,From Entry,50.0,30.0,20.0,Balanced_50_30_20,498,468,260,206,55.6,1.14,3.09,147,31.4,45,9.6,40,8.5,141,279,KALYANIFRG (+5.55%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_Entry_Q1_50_Q2_30.csv
COMBO_0031,3.5,6.0,10.0,2.0,7,True,2.0,From Entry,50.0,30.0,20.0,Balanced_50_30_20,498,468,260,206,55.6,1.14,3.09,144,30.8,42,9.0,43,9.2,141,279,KALYANIFRG (+5.55%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_Entry_Q1_50_Q2_30.csv
COMBO_0039,3.5,6.0,10.0,2.0,10,True,2.0,From Entry,50.0,30.0,20.0,Balanced_50_30_20,498,468,260,206,55.6,1.14,3.09,144,30.8,42,9.0,43,9.2,141,279,KALYANIFRG (+5.55%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H10_TSL2.0_Entry_Q1_50_Q2_30.csv
COMBO_0015,3.5,6.0,10.0,2.0,3,True,2.0,From Entry,50.0,30.0,20.0,Balanced_50_30_20,498,468,260,206,55.6,1.12,3.06,146,31.2,39,8.3,40,8.5,139,279,KALYANIFRG (+5.55%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_Entry_Q1_50_Q2_30.csv
COMBO_0007,3.5,6.0,10.0,2.0,2,True,2.0,From Entry,50.0,30.0,20.0,Balanced_50_30_20,498,468,261,205,55.8,1.09,3.0,142,30.3,40,8.5,37,7.9,138,276,KALYANIFRG (+5.55%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL2.0_Entry_Q1_50_Q2_30.csv
COMBO_0024,3.5,6.0,10.0,2.0,5,True,2.0,From Entry,50.0,50.0,0.0,TwoTier_50_50,498,468,260,206,55.6,1.07,2.97,148,31.6,46,9.8,39,8.3,100,279,SHAHALLOYS (+4.75%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_Entry_Q1_50_Q2_50.csv
COMBO_0032,3.5,6.0,10.0,2.0,7,True,2.0,From Entry,50.0,50.0,0.0,TwoTier_50_50,498,468,260,206,55.6,1.07,2.97,148,31.6,46,9.8,39,8.3,100,279,SHAHALLOYS (+4.75%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_Entry_Q1_50_Q2_50.csv
COMBO_0040,3.5,6.0,10.0,2.0,10,True,2.0,From Entry,50.0,50.0,0.0,TwoTier_50_50,498,468,260,206,55.6,1.07,2.97,148,31.6,46,9.8,39,8.3,100,279,SHAHALLOYS (+4.75%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H10_TSL2.0_Entry_Q1_50_Q2_50.csv
COMBO_0016,3.5,6.0,10.0,2.0,3,True,2.0,From Entry,50.0,50.0,0.0,TwoTier_50_50,498,468,260,206,55.6,1.06,2.94,147,31.4,40,8.5,39,8.3,100,279,SHAHALLOYS (+4.75%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_Entry_Q1_50_Q2_50.csv
COMBO_0008,3.5,6.0,10.0,2.0,2,True,2.0,From Entry,50.0,50.0,0.0,TwoTier_50_50,498,468,261,205,55.8,1.03,2.89,142,30.3,40,8.5,37,7.9,99,276,SHAHALLOYS (+4.75%),GATECH (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL2.0_Entry_Q1_50_Q2_50.csv
COMBO_0140,3.5,6.0,10.0,1.5,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,200,266,42.7,0.84,1.98,156,33.3,50,10.7,43,9.2,150,266,KALYANIFRG (+5.55%),MOREPENLAB (-1.50%),trades_T1_3.5_T2_6.0_T3_10.0_SL_1.5_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0137,3.0,6.0,10.0,1.5,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,217,249,46.4,0.83,2.04,172,36.8,43,9.2,42,9.0,164,248,KALYANIFRG (+5.30%),MODISONLTD (-1.50%),trades_T1_3.0_T2_6.0_T3_10.0_SL_1.5_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0138,3.0,6.0,10.0,1.5,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,215,251,45.9,0.83,2.03,172,36.8,49,10.5,42,9.0,166,251,KALYANIFRG (+5.30%),MODISONLTD (-1.50%),trades_T1_3.0_T2_6.0_T3_10.0_SL_1.5_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0139,3.5,6.0,10.0,1.5,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,202,264,43.2,0.83,1.99,155,33.1,44,9.4,43,9.2,148,263,KALYANIFRG (+5.55%),MOREPENLAB (-1.50%),trades_T1_3.5_T2_6.0_T3_10.0_SL_1.5_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0206,3.5,6.0,10.0,2.0,5,True,2.0,After Target 1,30.0,30.0,40.0,RunnerHeavy_30_30_40,498,468,213,253,45.5,0.83,1.77,167,35.7,53,11.3,44,9.4,160,253,KALYANIFRG (+6.85%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_BE_Q1_30_Q2_30.csv
COMBO_0208,3.5,6.0,10.0,2.0,7,True,2.0,After Target 1,30.0,30.0,40.0,RunnerHeavy_30_30_40,498,468,212,254,45.3,0.83,1.77,164,35.0,49,10.5,48,10.3,161,254,KALYANIFRG (+6.85%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_BE_Q1_30_Q2_30.csv
COMBO_0142,4.0,8.0,12.0,1.5,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,174,292,37.2,0.82,1.88,138,29.5,33,7.1,34,7.3,131,292,KALYANIFRG (+6.80%),MOREPENLAB (-1.50%),trades_T1_4.0_T2_8.0_T3_12.0_SL_1.5_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0141,4.0,8.0,12.0,1.5,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,176,289,37.6,0.81,1.87,132,28.2,33,7.1,33,7.1,128,288,KALYANIFRG (+6.80%),MOREPENLAB (-1.50%),trades_T1_4.0_T2_8.0_T3_12.0_SL_1.5_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0204,3.5,6.0,10.0,2.0,3,True,2.0,After Target 1,30.0,30.0,40.0,RunnerHeavy_30_30_40,498,468,213,252,45.5,0.81,1.76,164,35.0,46,9.8,44,9.4,156,248,KALYANIFRG (+6.85%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_BE_Q1_30_Q2_30.csv
COMBO_0190,3.5,6.0,10.0,2.0,5,True,2.0,After Target 1,33.0,33.0,34.0,Equal_33_33_34,498,468,213,253,45.5,0.8,1.74,167,35.7,53,11.3,44,9.4,160,253,KALYANIFRG (+6.53%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_BE_Q1_33_Q2_33.csv
COMBO_0192,3.5,6.0,10.0,2.0,7,True,2.0,After Target 1,33.0,33.0,34.0,Equal_33_33_34,498,468,212,254,45.3,0.8,1.74,164,35.0,49,10.5,48,10.3,161,254,KALYANIFRG (+6.53%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_BE_Q1_33_Q2_33.csv
COMBO_0202,3.5,6.0,10.0,2.0,2,True,2.0,After Target 1,30.0,30.0,40.0,RunnerHeavy_30_30_40,498,468,217,249,46.4,0.79,1.77,155,33.1,47,10.0,40,8.5,150,235,KALYANIFRG (+6.85%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL2.0_BE_Q1_30_Q2_30.csv
COMBO_0188,3.5,6.0,10.0,2.0,3,True,2.0,After Target 1,33.0,33.0,34.0,Equal_33_33_34,498,468,213,252,45.5,0.78,1.74,164,35.0,46,9.8,44,9.4,156,248,KALYANIFRG (+6.53%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_BE_Q1_33_Q2_33.csv
COMBO_0019,3.5,6.0,10.0,2.0,5,True,1.5,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,213,253,45.5,0.78,1.72,167,35.7,53,11.3,44,9.4,160,253,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL1.5_BE_Q1_50_Q2_30.csv
COMBO_0027,3.5,6.0,10.0,2.0,7,True,1.5,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,212,254,45.3,0.78,1.72,164,35.0,49,10.5,48,10.3,161,254,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL1.5_BE_Q1_50_Q2_30.csv
COMBO_0035,3.5,6.0,10.0,2.0,10,True,1.5,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,212,254,45.3,0.78,1.72,164,35.0,49,10.5,48,10.3,161,254,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H10_TSL1.5_BE_Q1_50_Q2_30.csv
COMBO_0011,3.5,6.0,10.0,2.0,3,True,1.5,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,213,252,45.5,0.77,1.72,164,35.0,46,9.8,44,9.4,156,248,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL1.5_BE_Q1_50_Q2_30.csv
COMBO_0082,3.5,7.0,12.0,2.0,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,213,253,45.5,0.77,1.71,177,37.8,51,10.9,34,7.3,169,253,KALYANIFRG (+6.25%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0086,3.5,7.0,12.0,2.0,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,212,254,45.3,0.77,1.71,178,38.0,51,10.9,34,7.3,170,254,KALYANIFRG (+6.25%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0186,3.5,6.0,10.0,2.0,2,True,2.0,After Target 1,33.0,33.0,34.0,Equal_33_33_34,498,468,217,249,46.4,0.76,1.74,155,33.1,47,10.0,40,8.5,150,235,KALYANIFRG (+6.53%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL2.0_BE_Q1_33_Q2_33.csv
COMBO_0078,3.5,7.0,12.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,213,252,45.5,0.76,1.71,175,37.4,45,9.6,33,7.1,165,248,KALYANIFRG (+6.25%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0003,3.5,6.0,10.0,2.0,2,True,1.5,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,217,249,46.4,0.75,1.72,155,33.1,47,10.0,40,8.5,150,235,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL1.5_BE_Q1_50_Q2_30.csv
COMBO_0042,2.5,5.0,8.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,253,212,54.1,0.7,1.78,186,39.7,54,11.5,63,13.5,177,210,SHAHALLOYS (+4.35%),IVP (-2.00%),trades_T1_2.5_T2_5.0_T3_8.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0050,2.5,5.0,8.0,2.0,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,252,214,53.8,0.7,1.77,184,39.3,56,12.0,68,14.5,181,214,SHAHALLOYS (+4.35%),IVP (-2.00%),trades_T1_2.5_T2_5.0_T3_8.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0046,2.5,5.0,8.0,2.0,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,252,214,53.8,0.7,1.76,186,39.7,60,12.8,64,13.7,179,214,SHAHALLOYS (+4.35%),IVP (-2.00%),trades_T1_2.5_T2_5.0_T3_8.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0013,3.5,6.0,10.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,213,252,45.5,0.7,1.66,164,35.0,46,9.8,44,9.4,156,248,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0021,3.5,6.0,10.0,2.0,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,213,253,45.5,0.7,1.65,167,35.7,53,11.3,44,9.4,160,253,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0029,3.5,6.0,10.0,2.0,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,212,254,45.3,0.7,1.65,164,35.0,49,10.5,48,10.3,161,254,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0037,3.5,6.0,10.0,2.0,10,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,212,254,45.3,0.7,1.65,164,35.0,49,10.5,48,10.3,161,254,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H10_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0106,4.0,8.0,15.0,2.0,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,188,278,40.2,0.7,1.59,166,35.5,50,10.7,19,4.1,158,278,PAR (+7.40%),MOREPENLAB (-2.00%),trades_T1_4.0_T2_8.0_T3_15.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0110,4.0,8.0,15.0,2.0,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,187,279,40.0,0.7,1.59,166,35.5,54,11.5,19,4.1,158,279,PAR (+7.40%),MOREPENLAB (-2.00%),trades_T1_4.0_T2_8.0_T3_15.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0012,3.5,6.0,10.0,2.0,3,True,1.5,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,213,252,45.5,0.69,1.65,166,35.5,48,10.3,42,9.0,110,248,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL1.5_BE_Q1_50_Q2_50.csv
COMBO_0020,3.5,6.0,10.0,2.0,5,True,1.5,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,213,253,45.5,0.69,1.64,169,36.1,55,11.8,42,9.0,112,253,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL1.5_BE_Q1_50_Q2_50.csv
COMBO_0028,3.5,6.0,10.0,2.0,7,True,1.5,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,212,254,45.3,0.69,1.64,170,36.3,55,11.8,42,9.0,113,254,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL1.5_BE_Q1_50_Q2_50.csv
COMBO_0036,3.5,6.0,10.0,2.0,10,True,1.5,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,212,254,45.3,0.69,1.64,170,36.3,55,11.8,42,9.0,113,254,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H10_TSL1.5_BE_Q1_50_Q2_50.csv
COMBO_0098,4.0,8.0,12.0,2.0,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,187,279,40.0,0.69,1.58,151,32.3,39,8.3,34,7.3,143,279,KALYANIFRG (+6.80%),MOREPENLAB (-2.00%),trades_T1_4.0_T2_8.0_T3_12.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0054,3.0,6.0,10.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,226,239,48.3,0.68,1.67,180,38.5,45,9.6,42,9.0,171,236,KALYANIFRG (+5.30%),MODISONLTD (-2.00%),trades_T1_3.0_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0058,3.0,6.0,10.0,2.0,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,226,240,48.3,0.68,1.67,182,38.9,52,11.1,42,9.0,175,240,KALYANIFRG (+5.30%),MODISONLTD (-2.00%),trades_T1_3.0_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0062,3.0,6.0,10.0,2.0,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,225,241,48.1,0.68,1.67,179,38.2,48,10.3,46,9.8,176,241,KALYANIFRG (+5.30%),MODISONLTD (-2.00%),trades_T1_3.0_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0005,3.5,6.0,10.0,2.0,2,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,217,249,46.4,0.68,1.66,155,33.1,47,10.0,40,8.5,150,235,KALYANIFRG (+5.55%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0102,4.0,8.0,15.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,188,276,40.2,0.68,1.58,157,33.5,50,10.7,18,3.8,153,271,PAR (+7.40%),MOREPENLAB (-2.00%),trades_T1_4.0_T2_8.0_T3_15.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0094,4.0,8.0,12.0,2.0,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,188,278,40.2,0.68,1.57,151,32.3,35,7.5,34,7.3,143,278,KALYANIFRG (+6.80%),MOREPENLAB (-2.00%),trades_T1_4.0_T2_8.0_T3_12.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0004,3.5,6.0,10.0,2.0,2,True,1.5,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,217,249,46.4,0.67,1.65,155,33.1,47,10.0,40,8.5,105,235,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL1.5_BE_Q1_50_Q2_50.csv
COMBO_0090,4.0,8.0,12.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,188,276,40.2,0.66,1.57,142,30.3,35,7.5,33,7.1,138,271,KALYANIFRG (+6.80%),MOREPENLAB (-2.00%),trades_T1_4.0_T2_8.0_T3_12.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0014,3.5,6.0,10.0,2.0,3,True,2.0,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,213,252,45.5,0.63,1.59,166,35.5,48,10.3,42,9.0,110,248,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_50.csv
COMBO_0022,3.5,6.0,10.0,2.0,5,True,2.0,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,213,253,45.5,0.63,1.58,169,36.1,55,11.8,42,9.0,112,253,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_50.csv
COMBO_0030,3.5,6.0,10.0,2.0,7,True,2.0,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,212,254,45.3,0.63,1.58,170,36.3,55,11.8,42,9.0,113,254,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_50.csv
COMBO_0038,3.5,6.0,10.0,2.0,10,True,2.0,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,212,254,45.3,0.63,1.58,170,36.3,55,11.8,42,9.0,113,254,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H10_TSL2.0_BE_Q1_50_Q2_50.csv
COMBO_0006,3.5,6.0,10.0,2.0,2,True,2.0,After Target 1,50.0,50.0,0.0,TwoTier_50_50,498,468,217,249,46.4,0.61,1.59,155,33.1,47,10.0,40,8.5,105,235,SHAHALLOYS (+4.75%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL2.0_BE_Q1_50_Q2_50.csv
COMBO_0080,3.5,7.0,12.0,2.5,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,222,243,47.4,0.6,1.48,179,38.2,46,9.8,33,7.1,169,230,KALYANIFRG (+6.25%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.5_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0084,3.5,7.0,12.0,2.5,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,220,246,47.0,0.6,1.47,182,38.9,52,11.1,34,7.3,174,239,KALYANIFRG (+6.25%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.5_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0126,5.0,10.0,20.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,160,304,34.2,0.6,1.47,137,29.3,46,9.8,3,0.6,133,299,BODALCHEM (+9.50%),MANALIPETC (-2.00%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0088,3.5,7.0,12.0,2.5,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,219,247,46.8,0.6,1.46,183,39.1,52,11.1,34,7.3,175,242,KALYANIFRG (+6.25%),MOREPENLAB (-2.50%),trades_T1_3.5_T2_7.0_T3_12.0_SL_2.5_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0130,5.0,10.0,20.0,2.0,5,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,156,310,33.3,0.6,1.45,146,31.2,45,9.6,4,0.9,137,310,BODALCHEM (+9.50%),MANALIPETC (-2.00%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.0_H5_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0134,5.0,10.0,20.0,2.0,7,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,154,312,32.9,0.6,1.45,146,31.2,49,10.5,4,0.9,138,312,BODALCHEM (+9.50%),MANALIPETC (-2.00%),trades_T1_5.0_T2_10.0_T3_20.0_SL_2.0_H7_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0196,3.5,6.0,10.0,2.0,3,True,2.0,After Target 1,70.0,30.0,0.0,HeavyT1_70_30,498,468,213,252,45.5,0.58,1.55,164,35.0,46,9.8,44,9.4,156,248,SHAHALLOYS (+4.25%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H3_TSL2.0_BE_Q1_70_Q2_30.csv
COMBO_0198,3.5,6.0,10.0,2.0,5,True,2.0,After Target 1,70.0,30.0,0.0,HeavyT1_70_30,498,468,213,253,45.5,0.58,1.53,167,35.7,53,11.3,44,9.4,160,253,SHAHALLOYS (+4.25%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H5_TSL2.0_BE_Q1_70_Q2_30.csv
COMBO_0200,3.5,6.0,10.0,2.0,7,True,2.0,After Target 1,70.0,30.0,0.0,HeavyT1_70_30,498,468,212,254,45.3,0.58,1.53,164,35.0,49,10.5,48,10.3,161,254,SHAHALLOYS (+4.25%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H7_TSL2.0_BE_Q1_70_Q2_30.csv
COMBO_0194,3.5,6.0,10.0,2.0,2,True,2.0,After Target 1,70.0,30.0,0.0,HeavyT1_70_30,498,468,217,249,46.4,0.57,1.55,155,33.1,47,10.0,40,8.5,150,235,SHAHALLOYS (+4.25%),MOREPENLAB (-2.00%),trades_T1_3.5_T2_6.0_T3_10.0_SL_2.0_H2_TSL2.0_BE_Q1_70_Q2_30.csv
COMBO_0044,2.5,5.0,8.0,2.5,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,262,203,56.0,0.56,1.53,193,41.2,55,11.8,63,13.5,184,197,SHAHALLOYS (+4.35%),IVP (-2.50%),trades_T1_2.5_T2_5.0_T3_8.0_SL_2.5_H3_TSL2.0_BE_Q1_50_Q2_30.csv
COMBO_0114,5.0,8.0,15.0,2.0,3,True,2.0,After Target 1,50.0,30.0,20.0,Balanced_50_30_20,498,468,160,304,34.2,0.56,1.43,121,25.9,57,12.2,19,4.1,117,299,PAR (+7.90%),MANALIPETC (-2.00%),trades_T1_5.0_T2_8.0_T3_15.0_SL_2.0_H3_TSL2.0_BE_Q1_50_Q2_30.csv
